1, 0.0000, 50, 50, 148.96688, 0.9498, 0.9278, 0.5006, 82.78999999999999
1, 0.0250, 50, 50, 13.60186, 0.8954, 0.9356, 0.6052, 80.72
1, 0.0500, 50, 50, 11.43018, 0.9088, 0.8783, 0.6213, 81.16
1, 0.0750, 50, 50, 10.25760, 0.9446, 0.8622, 0.6255, 81.33
1, 0.1000, 50, 50, 9.01697, 0.8923, 0.8628, 0.6339, 81.39
1, 0.1250, 50, 50, 7.87858, 0.9482, 0.9029, 0.6355, 80.76
1, 0.1500, 50, 50, 7.57298, 0.9060, 0.9344, 0.6343, 80.93
1, 0.1750, 50, 50, 6.99819, 0.9378, 1.0057, 0.6382, 80.22
1, 0.2000, 50, 50, 6.62484, 0.9928, 0.9581, 0.6427, 80.05
1, 0.2250, 50, 50, 6.13702, 0.9530, 0.9170, 0.6392, 80.31
1, 0.2500, 50, 50, 5.84778, 0.9569, 0.9718, 0.6355, 79.58
1, 0.2750, 50, 50, 5.33631, 0.9201, 0.9115, 0.6413, 79.64
1, 0.3000, 50, 50, 5.09527, 0.8984, 0.9616, 0.6454, 79.69000000000001
1, 0.3250, 50, 50, 4.93888, 0.9102, 0.9325, 0.6445, 79.89
1, 0.3500, 50, 50, 4.77054, 0.9808, 0.9583, 0.6467, 79.58
1, 0.3750, 50, 50, 4.45758, 0.9898, 0.9503, 0.649, 79.17999999999999
1, 0.4000, 50, 50, 4.24421, 0.9876, 0.9702, 0.6424, 78.62
1, 0.4250, 50, 50, 3.78549, 0.9604, 0.9098, 0.6484, 79.13
1, 0.4500, 50, 50, 3.91759, 0.9771, 0.9426, 0.6455, 78.7
1, 0.4750, 50, 50, 3.56718, 0.9477, 0.9617, 0.6492, 79.29
1, 0.5000, 50, 50, 3.31284, 1.0056, 1.0299, 0.6581, 77.92999999999999
1, 0.5250, 50, 50, 3.08447, 0.9660, 0.9464, 0.6608, 78.7
1, 0.5500, 50, 50, 2.79726, 0.9281, 0.9492, 0.6703, 78.25
1, 0.5750, 50, 50, 2.50916, 0.9605, 0.9221, 0.6761, 77.89
1, 0.6000, 50, 50, 2.24008, 1.0306, 0.9660, 0.6753, 75.76
1, 0.6250, 50, 50, 1.95742, 0.9729, 1.0214, 0.6815, 76.32
1, 0.6500, 50, 50, 1.74502, 1.0692, 1.0959, 0.6725, 73.28
1, 0.6750, 50, 50, 1.57907, 0.9874, 1.0318, 0.679, 73.13
1, 0.7000, 50, 50, 1.53105, 1.4130, 1.4213, 0.6587, 65.96
1, 0.7250, 50, 50, 1.31930, 1.1016, 1.1273, 0.6842, 70.49
1, 0.7500, 50, 50, 0.95769, 0.9326, 0.9335, 0.7151, 72.24000000000001
1, 0.7750, 50, 50, 0.93729, 1.0403, 1.0339, 0.698, 68.71000000000001
1, 0.8000, 50, 50, 1.09497, 1.5307, 1.5742, 0.6715, 59.81999999999999
1, 0.8250, 50, 50, 0.72868, 1.0648, 1.0829, 0.7141, 65.82000000000001
1, 0.8500, 50, 50, 0.63928, 1.0798, 1.1190, 0.7201, 65.2
1, 0.8750, 50, 50, 0.50097, 1.2796, 1.2596, 0.7325, 60.6
1, 0.9000, 50, 50, 0.36233, 1.2799, 1.2888, 0.744, 53.06999999999999
1, 0.9250, 50, 50, 0.21176, 1.3096, 1.3259, 0.7616, 51.6
1, 0.9500, 50, 50, 0.17917, 1.5277, 1.5199, 0.7256, 46.33
1, 0.9750, 50, 50, 0.11774, 1.6407, 1.6336, 0.7011, 41.32
1, 1.0000, 50, 50, 0.13053, 2.5957, 2.5934, 0.6724, 10.0
