0, 0.7630, 20, 20, 0.06117, 2.1225, 2.0428, 0.9291, 24.32
1, 0.7577, 20, 20, 0.07977, 2.0950, 2.0124, 0.9232, 27.58
2, 0.7047, 20, 20, 0.10688, 1.9528, 1.9927, 0.9262, 20.62
3, 0.6815, 20, 20, 0.05939, 2.0039, 2.2410, 0.919, 30.819999999999997
4, 0.6115, 20, 20, 0.25482, 1.9197, 1.9290, 0.9019, 35.730000000000004
5, 0.6593, 20, 20, 0.10590, 2.1304, 2.0295, 0.9448, 19.98
6, 0.7062, 20, 20, 0.07768, 2.0480, 2.0169, 0.9501, 17.51
7, 0.7240, 20, 20, 0.13564, 1.9316, 1.8504, 0.9279, 28.4
8, 0.6745, 20, 20, 0.14807, 1.7269, 1.9038, 0.9357, 39.33
9, 0.6177, 20, 20, 0.13597, 1.7874, 2.0685, 0.9278, 40.8
10, 0.5993, 20, 20, 0.27017, 1.7695, 1.8475, 0.9175, 39.03
11, 0.6940, 20, 20, 0.05454, 2.1361, 2.1612, 0.9313, 20.14
12, 0.6425, 20, 20, 0.12825, 2.0852, 2.0893, 0.9306, 29.099999999999998
13, 0.6542, 20, 20, 0.04663, 2.3954, 2.0871, 0.9299, 11.35
14, 0.6546, 20, 20, 0.09084, 2.0146, 2.0461, 0.9322, 26.529999999999998
15, 0.6176, 20, 20, 0.11993, 1.9421, 2.0907, 0.9299, 13.18
16, 0.7177, 20, 20, 0.11811, 1.7617, 2.1477, 0.9382, 29.56
17, 0.7124, 20, 20, 0.05389, 2.1379, 2.1119, 0.9226, 9.27
18, 0.6557, 20, 20, 0.16869, 1.9285, 1.8886, 0.9214, 27.150000000000002
19, 0.7691, 20, 20, 0.06570, 2.1128, 2.1175, 0.938, 20.52
20, 0.7190, 20, 20, 0.10771, 2.0322, 1.9307, 0.9363, 18.62
21, 0.7109, 20, 20, 0.08167, 2.0870, 2.0399, 0.931, 13.54
22, 0.6977, 20, 20, 0.07556, 2.0272, 1.9362, 0.9422, 10.77
23, 0.5948, 20, 20, 0.15863, 1.8993, 1.9242, 0.936, 29.759999999999998
24, 0.5855, 20, 20, 0.16111, 1.9442, 1.9254, 0.9156, 27.169999999999998
25, 0.6302, 20, 20, 0.05778, 2.0198, 2.2053, 0.942, 28.810000000000002
26, 0.7108, 20, 20, 0.14088, 1.9362, 1.8181, 0.915, 19.43
27, 0.7163, 20, 20, 0.09473, 1.7985, 2.2264, 0.949, 29.349999999999998
28, 0.7332, 20, 20, 0.09085, 2.0957, 2.0740, 0.9127, 10.31
29, 0.6330, 20, 20, 0.15503, 1.8693, 1.9481, 0.9445, 29.970000000000002
30, 0.7378, 20, 20, 0.10192, 1.8559, 2.1556, 0.9501, 30.56
31, 0.6338, 20, 20, 0.09736, 1.9938, 2.1648, 0.9102, 30.099999999999998
32, 0.6321, 20, 20, 0.12831, 2.0227, 1.7360, 0.9494, 19.85
33, 0.6837, 20, 20, 0.09079, 2.1214, 2.0718, 0.9349, 9.58
34, 0.7253, 20, 20, 0.20014, 1.8327, 1.7403, 0.9222, 30.769999999999996
35, 0.7784, 20, 20, 0.08438, 2.0169, 2.1365, 0.9534, 17.419999999999998
36, 0.6088, 20, 20, 0.19856, 1.8315, 1.8838, 0.9091, 17.669999999999998
37, 0.7725, 20, 20, 0.04967, 2.0962, 2.1153, 0.9367, 20.27
38, 0.7044, 20, 20, 0.12895, 2.0393, 1.8760, 0.9282, 24.2
39, 0.6030, 20, 20, 0.18819, 1.9329, 1.9110, 0.9153, 25.3
40, 0.7403, 20, 20, 0.06075, 2.1007, 2.1084, 0.9098, 18.19
41, 0.7782, 20, 20, 0.11861, 1.8179, 2.0561, 0.9019, 30.680000000000003
42, 0.7144, 20, 20, 0.11964, 1.9926, 1.8471, 0.9231, 32.59
43, 0.6533, 20, 20, 0.12682, 1.9162, 1.9457, 0.9125, 29.29
44, 0.7346, 20, 20, 0.06277, 2.1116, 2.1366, 0.9251, 29.189999999999998
45, 0.6463, 20, 20, 0.16496, 1.8586, 1.7801, 0.9091, 36.28
46, 0.6452, 20, 20, 0.07058, 2.1363, 2.1615, 0.9415, 35.56
47, 0.6793, 20, 20, 0.13649, 1.9762, 1.8536, 0.9452, 14.7
48, 0.7187, 20, 20, 0.13799, 1.9852, 1.9589, 0.9294, 41.02
49, 0.6342, 20, 20, 0.08255, 2.0749, 2.1714, 0.9412, 13.44
